backward_nfe,epoch,forward_nfe,grad_0,grad_1,grad_10,grad_11,grad_12,grad_13,grad_14,grad_15,grad_16,grad_17,grad_18,grad_19,grad_2,grad_20,grad_21,grad_22,grad_23,grad_24,grad_25,grad_26,grad_27,grad_28,grad_29,grad_3,grad_30,grad_31,grad_32,grad_33,grad_34,grad_35,grad_36,grad_37,grad_38,grad_39,grad_4,grad_40,grad_41,grad_42,grad_43,grad_44,grad_45,grad_46,grad_47,grad_48,grad_49,grad_5,grad_50,grad_51,grad_52,grad_53,grad_54,grad_55,grad_56,grad_57,grad_58,grad_59,grad_6,grad_60,grad_61,grad_62,grad_63,grad_64,grad_7,grad_8,grad_9,loss,train_time,ts_loss,ts_nfe,va_loss,va_nfe
1280.0,10.0,1280.0,0.00919496,0.00914428,0.008728984,0.008686138,0.008644804,0.008605119,0.008566165,0.008528954,0.008492751,0.008458793,0.00842531,0.0083936155,0.009094901,0.008363802,0.008335313,0.008308481,0.008284005,0.008262196,0.008242181,0.008224534,0.008208956,0.00819749,0.008188339,0.009045921,0.008181696,0.008178429,0.008179297,0.008183562,0.008191316,0.008202073,0.008216778,0.008234678,0.008256176,0.00828186,0.008998408,0.0083111515,0.008344589,0.008382144,0.0084226,0.008466563,0.008513869,0.0085644275,0.008617653,0.008675367,0.008735305,0.008952217,0.008797559,0.008864047,0.008933882,0.0090111615,0.0090949675,0.009193437,0.009307638,0.009447833,0.009620643,0.009833025,0.008905873,0.010090672,0.010414038,0.011088526,0.014410405,0.0,0.008860706,0.0088165365,0.00877212,0.8837753,126.30323219299316,nan,nan,0.8878771,1280.0
1280.0,11.0,1280.0,0.0095191505,0.009469098,0.009059146,0.00901664,0.008975549,0.008936122,0.008897004,0.008859829,0.008823064,0.008789228,0.008755528,0.008723665,0.009420638,0.008693597,0.008664927,0.008637644,0.008612927,0.008590961,0.008570799,0.008552913,0.008536816,0.008525312,0.008515906,0.009372447,0.008509026,0.008505428,0.008506241,0.008510376,0.008518175,0.008528982,0.0085440315,0.008562448,0.0085845385,0.008611292,0.009325598,0.008642143,0.00867733,0.008717531,0.008761064,0.008809146,0.008861441,0.008918011,0.008978455,0.0090446435,0.009114,0.009280199,0.009187074,0.00926522,0.009347699,0.009438178,0.009534599,0.0096458355,0.009771375,0.009923643,0.010112571,0.010352065,0.009234257,0.010662635,0.011065905,0.01175027,0.015680615,0.0,0.009189757,0.009145961,0.00910184,0.87421685,125.94766545295715,nan,nan,0.8827261,1280.0
1280.0,12.0,1280.0,0.009614387,0.009568738,0.009195801,0.009157119,0.009119484,0.009083671,0.009047459,0.009013487,0.008979274,0.008948289,0.008917458,0.008888368,0.009524941,0.008860938,0.0088349525,0.008810148,0.008788151,0.008768771,0.00875116,0.008735778,0.0087219635,0.008712938,0.00870591,0.009481399,0.008701245,0.008699786,0.008702766,0.008709076,0.008718956,0.008731775,0.00874899,0.008769543,0.008793729,0.008822604,0.009438724,0.0088559035,0.008893378,0.0089361,0.00898232,0.009033431,0.009089127,0.009149784,0.009214775,0.009286524,0.009362234,0.009397682,0.009443285,0.009530481,0.009623822,0.009726436,0.009836414,0.009962562,0.010102658,0.01026873,0.010469175,0.01071845,0.009355688,0.011044875,0.011490807,0.012274424,0.016671853,0.0,0.00931521,0.009274956,0.009234709,0.8679329,126.35397696495056,nan,nan,0.8766488,1280.0
1280.0,13.0,1280.0,0.009480632,0.009442651,0.009132587,0.009100624,0.009069394,0.009040121,0.009009852,0.008982025,0.008953404,0.008928016,0.008903039,0.008879658,0.009406369,0.00885798,0.008837818,0.008818564,0.008802347,0.008788662,0.008776647,0.008766898,0.00875867,0.008755225,0.008753856,0.009370352,0.00875455,0.008758478,0.008766859,0.00877876,0.008794105,0.008812361,0.008835012,0.00886109,0.008890801,0.008924977,0.009334729,0.00896397,0.009006793,0.009054851,0.009106401,0.009162749,0.009223623,0.009289601,0.009359911,0.009437459,0.009519166,0.009300815,0.009607243,0.009702028,0.009804053,0.009916322,0.010037595,0.01017733,0.010332159,0.010514794,0.010731523,0.010994207,0.009265753,0.011328425,0.011779377,0.012606444,0.017466966,0.0,0.009232089,0.009198293,0.00916493,0.8618798,126.36090278625488,nan,nan,0.87268776,1280.0
1280.0,14.0,1280.0,0.009331723,0.009299376,0.009033546,0.009006423,0.00897971,0.008954973,0.008929095,0.0089056045,0.008881023,0.00885955,0.008838746,0.008819372,0.009268531,0.008801847,0.008785854,0.008770741,0.00875871,0.008749277,0.008741438,0.008735928,0.0087321,0.00873297,0.008736166,0.0092377355,0.008741369,0.0087498175,0.008762896,0.0087798545,0.008800212,0.008823822,0.008851949,0.008883676,0.008919278,0.008959341,0.00920705,0.009004607,0.009053585,0.009107903,0.009165991,0.0092288405,0.009296383,0.009369127,0.00944613,0.0095307315,0.009619771,0.0091781,0.0097158905,0.009819149,0.009930402,0.010052318,0.01018474,0.010337469,0.010506692,0.010706289,0.010942818,0.011227308,0.00914786,0.011580508,0.01203856,0.012870108,0.018206714,0.0,0.009118961,0.009089834,0.009061327,0.8566412,126.36031723022461,nan,nan,0.8664375,1280.0
1280.0,15.0,1280.0,0.009275515,0.009244948,0.008993975,0.008968797,0.008943739,0.008920577,0.008896463,0.0088746315,0.008851667,0.00883152,0.008812346,0.008794431,0.009215928,0.008778365,0.008763924,0.008750343,0.008739751,0.008731868,0.008725635,0.008721569,0.008719494,0.00872184,0.008726681,0.009186788,0.008733668,0.008743759,0.008758566,0.008777623,0.008800169,0.008826329,0.008857063,0.008891653,0.008930448,0.00897393,0.009157614,0.009022937,0.00907582,0.009134085,0.009196749,0.0092644,0.009337058,0.009415327,0.009497892,0.009588322,0.0096836705,0.009130194,0.009786924,0.00989799,0.010017471,0.010148252,0.010291259,0.010456194,0.01063937,0.010855293,0.011111,0.011418804,0.009101582,0.011798227,0.012281596,0.0131256515,0.018841757,0.0,0.0090741785,0.009046748,0.009020065,0.8512015,126.30074286460876,nan,nan,0.8631651,1280.0
1280.0,16.0,1280.0,0.009231508,0.009203782,0.008976597,0.0089542605,0.008931716,0.008910997,0.00888957,0.008870076,0.008849537,0.008831437,0.008814359,0.008798547,0.009177275,0.008784357,0.008771877,0.008760212,0.008751161,0.00874482,0.008740282,0.008737622,0.008737188,0.008740753,0.008746852,0.009150684,0.008755174,0.008766535,0.00878238,0.008802675,0.008826621,0.0088543445,0.008886682,0.008922958,0.008963792,0.009009582,0.009124276,0.009061049,0.0091166105,0.009177472,0.00924324,0.009314211,0.009390618,0.009472868,0.009559483,0.0096537545,0.009753504,0.009099422,0.009861186,0.009977533,0.010102324,0.010239093,0.0103891,0.010562023,0.01075561,0.010984723,0.011256723,0.011585369,0.009073445,0.01199141,0.012507821,0.013413851,0.019411629,0.0,0.009048585,0.009023891,0.009000062,0.8474934,126.51536536216736,nan,nan,0.860675,1280.0
1280.0,17.0,1280.0,0.009096568,0.00907161,0.0088703185,0.008851016,0.008831385,0.008813551,0.008795142,0.008778508,0.0087606795,0.008745232,0.008730597,0.008717258,0.009047726,0.008705243,0.008694868,0.008685265,0.008678008,0.008673322,0.008670383,0.008669165,0.008670151,0.008674845,0.008681977,0.009023797,0.008691271,0.008703731,0.008720478,0.008741636,0.008766512,0.008795362,0.00882894,0.008866522,0.008908853,0.008956575,0.0090003,0.009010147,0.0090682255,0.009131674,0.009200616,0.009274993,0.009355388,0.0094421,0.009533346,0.009632062,0.009736976,0.008978171,0.009849682,0.009971529,0.010101802,0.010244727,0.010401342,0.010581732,0.01078468,0.011025633,0.01131371,0.011664332,0.008955199,0.012100526,0.012658369,0.01364891,0.019873053,0.0,0.00893323,0.008911565,0.008890804,0.844903,126.37380266189575,nan,nan,0.856138,1280.0
1280.0,18.0,1280.0,0.008962917,0.008939207,0.008751581,0.008733984,0.008715897,0.008699732,0.008683023,0.008667968,0.0086517725,0.008637886,0.008624749,0.008612862,0.0089166155,0.008602107,0.008593038,0.008584615,0.008578355,0.0085746385,0.008572571,0.0085721295,0.008573945,0.008579175,0.008586833,0.008894038,0.008596567,0.008609566,0.008626804,0.008648513,0.008673969,0.008703469,0.008737896,0.008776485,0.008820023,0.008869343,0.0088720415,0.008924734,0.008985224,0.009051181,0.009123353,0.009201448,0.009285947,0.00937745,0.009473933,0.009578115,0.009689018,0.008851275,0.009808131,0.009936729,0.010073931,0.010224272,0.010388749,0.010577598,0.010789777,0.011041741,0.011344382,0.011715269,0.008829859,0.012179528,0.012777762,0.013832048,0.020231472,0.0,0.008809496,0.008789521,0.008770398,0.8421297,126.58583211898804,nan,nan,0.8554904,1280.0
1280.0,19.0,1280.0,0.008848495,0.008826538,0.008658049,0.008642647,0.008626746,0.008612828,0.008598345,0.008585444,0.008571541,0.008559792,0.00854868,0.008538754,0.008805762,0.008529857,0.0085226735,0.008515887,0.008511076,0.008508668,0.00850779,0.00850842,0.008511279,0.008517185,0.008525465,0.00878526,0.008535627,0.0085490765,0.008566474,0.008588394,0.0086139245,0.0086434,0.008677721,0.008716264,0.008759881,0.00880937,0.008765396,0.008864989,0.008925965,0.008992475,0.009065573,0.009145066,0.009231194,0.00932496,0.009424185,0.009531508,0.009646084,0.008746572,0.009769628,0.009903201,0.010046039,0.01020265,0.010374157,0.010570744,0.0107915,0.011053818,0.011370346,0.011760466,0.0087273065,0.012252089,0.012890238,0.014000134,0.020574935,0.0,0.008709207,0.008691549,0.008674666,0.84041166,126.96052694320679,0.8525036,1280.0,0.85520613,1280.0
1280.0,20.0,1280.0,0.008789016,0.008768231,0.00861235,0.008598394,0.008583943,0.008571437,0.008558433,0.0085469,0.008534454,0.008524054,0.0085141985,0.008505361,0.008748697,0.008497454,0.008491223,0.008485063,0.008480737,0.008478591,0.008477819,0.008478413,0.008481133,0.008486533,0.008494096,0.008729562,0.008503403,0.008515801,0.008531845,0.008552336,0.008576192,0.00860389,0.008636116,0.008672612,0.008714145,0.008761498,0.008711103,0.008814949,0.008873808,0.008938347,0.0090096425,0.009087742,0.009172634,0.00926572,0.009364665,0.0094722165,0.009587691,0.008693534,0.009712932,0.0098487865,0.009994829,0.01015544,0.010331924,0.010534391,0.0107616875,0.011031752,0.011359197,0.011764834,0.008675628,0.0122801885,0.01295454,0.014125186,0.020889936,0.0,0.008659027,0.008642908,0.008627519,0.83955276,126.90232872962952,nan,nan,0.85121214,1280.0
1280.0,21.0,1280.0,0.008746837,0.008725924,0.008569684,0.008555752,0.008541341,0.008528894,0.008515974,0.008504505,0.008492249,0.008481901,0.008472169,0.008463333,0.008706262,0.008455468,0.008449235,0.008443049,0.0084385425,0.008436168,0.008435133,0.0084354,0.008437753,0.008442674,0.008449609,0.008687071,0.008458364,0.0084701,0.008485404,0.008505136,0.008528208,0.008555114,0.008586489,0.00862226,0.00866311,0.008709835,0.008668533,0.008762771,0.00882131,0.008885736,0.0089571085,0.009035747,0.009121292,0.009215508,0.009315987,0.009425653,0.009543802,0.008650873,0.009672601,0.009812825,0.009964118,0.010131091,0.010315108,0.010526278,0.010762532,0.01104274,0.011381953,0.011802198,0.008632906,0.012338024,0.013042769,0.014264897,0.021176461,0.0,0.008616293,0.008600269,0.008584925,0.8370361,126.33862853050232,nan,nan,0.8512348,1280.0
1280.0,22.0,1280.0,0.008685116,0.0086651,0.00851843,0.008505661,0.00849247,0.008481252,0.008469512,0.008459323,0.0084484145,0.008439291,0.008430793,0.008423088,0.008646346,0.00841642,0.008411278,0.00840621,0.0084026195,0.008401111,0.008400906,0.008401873,0.008404848,0.008410324,0.0084176315,0.008628197,0.008426743,0.008438748,0.008454241,0.008474057,0.00849719,0.008524103,0.008555434,0.008591159,0.008632044,0.008678734,0.00861065,0.008731755,0.008790532,0.008855301,0.008927068,0.009006482,0.009092879,0.009188172,0.009290048,0.009401556,0.009522036,0.008594007,0.009653856,0.009798095,0.009954386,0.010127688,0.010319823,0.0105408095,0.010788426,0.011082329,0.011437279,0.01187539,0.008577153,0.012433466,0.013167386,0.014441002,0.021499706,0.0,0.008561628,0.008546854,0.008532609,0.8354648,126.32299661636353,nan,nan,0.84867406,1280.0
1280.0,23.0,1280.0,0.008628293,0.0086089,0.008469458,0.00845765,0.008445455,0.008435201,0.008424434,0.00841518,0.008405393,0.00839724,0.008389759,0.008382907,0.008590834,0.0083771385,0.008372746,0.0083683655,0.008365291,0.008364245,0.008364394,0.008365592,0.008368749,0.008374253,0.008381395,0.008573356,0.008390269,0.008401944,0.008417069,0.008436353,0.008458921,0.008485223,0.008515924,0.00855109,0.0085914405,0.008637581,0.008556534,0.008690264,0.008748835,0.00881364,0.008885519,0.00896545,0.009052432,0.009148511,0.009251373,0.009364202,0.009486318,0.008540647,0.009620075,0.009766824,0.009926088,0.010103403,0.010301148,0.0105296755,0.010786587,0.01109285,0.011463192,0.011918957,0.008524582,0.012497768,0.013256467,0.014582203,0.021792503,0.0,0.00850989,0.0084961,0.0084827505,0.8337733,126.50197196006775,nan,nan,0.84539986,1280.0
1280.0,24.0,1280.0,0.0085709635,0.008552609,0.008422567,0.008411912,0.008400973,0.008391918,0.008382432,0.008374329,0.008365872,0.008358932,0.008352802,0.008347147,0.0085355295,0.008342708,0.0083394945,0.008336287,0.008334223,0.008334196,0.008335259,0.008337364,0.008341391,0.008347623,0.00835535,0.008518968,0.008364769,0.008376965,0.00839243,0.008412009,0.008434899,0.00846139,0.008492291,0.008527742,0.008568397,0.008614855,0.008503166,0.008668026,0.008727234,0.008792927,0.008865709,0.008946939,0.009035322,0.009132956,0.009237573,0.009352344,0.009476696,0.008488279,0.009612663,0.009762047,0.009923888,0.010104524,0.010306643,0.010541413,0.010806399,0.011124551,0.011511549,0.0119881015,0.008473241,0.012590921,0.013373352,0.014737963,0.022067608,0.0,0.008459589,0.008446978,0.00843477,0.83088094,126.95779633522034,nan,nan,0.84488034,1280.0
1280.0,25.0,1280.0,0.0085363425,0.008519435,0.00840106,0.008391755,0.008382212,0.008374532,0.00836651,0.008359702,0.008352752,0.0083472,0.008342563,0.008338258,0.008503624,0.008335245,0.008333391,0.0083315475,0.0083307065,0.008331898,0.008334045,0.008337284,0.008342469,0.008349687,0.008358262,0.008488306,0.008368443,0.008381382,0.008397445,0.008417483,0.00844081,0.00846759,0.008498775,0.008534504,0.008575445,0.008622163,0.008473783,0.008675692,0.008735422,0.008801754,0.00887519,0.008957451,0.009046927,0.009145763,0.00925191,0.009368325,0.009494611,0.008460139,0.009632354,0.009783933,0.009947618,0.010130537,0.010335512,0.010574155,0.010844783,0.01117232,0.011574457,0.0120731825,0.008446401,0.012704494,0.013513846,0.014915231,0.022363612,0.0,0.008434078,0.008422819,0.008411958,0.82917786,126.6889271736145,nan,nan,0.84380263,1280.0
1280.0,26.0,1280.0,0.008511474,0.00849628,0.00839099,0.0083831195,0.008375002,0.008368756,0.008362176,0.008356678,0.0083512105,0.008347079,0.008343879,0.008340865,0.008481947,0.008339163,0.008338564,0.0083379755,0.008338281,0.008340599,0.008343773,0.008348032,0.008354222,0.008362279,0.008371593,0.008468122,0.008382349,0.008395895,0.008412406,0.008432675,0.008456219,0.008483051,0.00851427,0.008549931,0.008590787,0.00863737,0.008455022,0.0086908825,0.008750717,0.008817185,0.008890792,0.008973554,0.009063598,0.009163115,0.0092702275,0.009387807,0.009515517,0.00844281,0.009654515,0.009807769,0.009972578,0.010156839,0.0103632845,0.010603517,0.010876865,0.0112099415,0.011622812,0.012140659,0.008430547,0.012800996,0.013640801,0.015077382,0.02264279,0.0,0.008419704,0.008409874,0.008400479,0.8278405,126.45422959327698,nan,nan,0.8414964,1280.0
1280.0,27.0,1280.0,0.00844697,0.008434253,0.008351103,0.008345776,0.008340259,0.008336689,0.008332751,0.008329804,0.008327023,0.008325578,0.008325009,0.008324586,0.008422314,0.008325392,0.008327339,0.008329296,0.008332029,0.008336678,0.008342169,0.00834864,0.008356916,0.0083669145,0.008378088,0.008410896,0.008390501,0.008405633,0.008423461,0.008444827,0.008469381,0.008496984,0.0085288305,0.008564998,0.0086061815,0.008652978,0.008400204,0.008706719,0.0087667415,0.008833339,0.008907033,0.008990052,0.009080455,0.009180432,0.009288207,0.009406655,0.009535533,0.008390367,0.009675742,0.009830667,0.009996803,0.010182776,0.010391111,0.010633556,0.010909899,0.011248481,0.01167154,0.0122082345,0.008380607,0.012899271,0.013774131,0.0152386315,0.022888426,0.0,0.008372221,0.0083648935,0.0083580455,0.8259661,126.56236839294434,nan,nan,0.8413837,1280.0
1280.0,28.0,1280.0,0.008340359,0.008330169,0.008272771,0.0082707545,0.008268552,0.008268556,0.008268231,0.008268777,0.008269715,0.008271958,0.008275119,0.008278451,0.00832074,0.008282885,0.008288676,0.008294435,0.008300883,0.008309171,0.008318232,0.008328227,0.008339938,0.008353174,0.008367548,0.008311945,0.0083828475,0.008400663,0.008420986,0.008444598,0.008471196,0.008500515,0.008533799,0.00857124,0.008613455,0.00866105,0.008303987,0.008715481,0.0087759895,0.0088429265,0.008916731,0.008999946,0.009090516,0.009190613,0.009298728,0.0094175255,0.009547135,0.008296811,0.009688014,0.009844089,0.010011284,0.010198588,0.0104087,0.010653323,0.010932848,0.01127721,0.011710658,0.012266249,0.008289917,0.012988424,0.013901338,0.015396143,0.02312737,0.0,0.008284476,0.00828019,0.008276475,0.8248219,127.2155921459198,nan,nan,0.8401489,1280.0
